"GID","Breeding Cycle","Managed_Treatment","Grain_Yield_iid_BLUP"
7047352,"2014-15","Optimal Bed",5.6897195967493
7047352,"2014-15","Heat",4.01780551381838
7047352,"2014-15","Severe Drought",2.6195796257499
7047352,"2014-15","Optimal Flat",5.51907065019506
7047362,"2014-15","Moderate Drought",4.43753878935297
7047362,"2014-15","Optimal Bed",5.86134514851958
7047362,"2014-15","Heat",3.91547959073926
7047362,"2014-15","Severe Drought",2.81181794804198
7047362,"2014-15","Optimal Flat",6.0475672539118
7047367,"2014-15","Moderate Drought",4.75913198667063
7047367,"2014-15","Optimal Bed",5.35474843714774
7047367,"2014-15","Heat",3.76147612363191
7047367,"2014-15","Severe Drought",2.78892174590802
7047367,"2014-15","Optimal Flat",5.15813095850247
7047421,"2014-15","Moderate Drought",4.60291217321537
7047421,"2014-15","Optimal Bed",5.79021095495025
7047421,"2014-15","Heat",4.24597158112539
7047421,"2014-15","Severe Drought",2.63252019181641
7047421,"2014-15","Optimal Flat",5.87645037818092
7047479,"2014-15","Moderate Drought",4.88821592063803
7047479,"2014-15","Optimal Bed",5.95481013496177
7047479,"2014-15","Heat",4.54374384278429
7047479,"2014-15","Severe Drought",2.98481506748725
7047479,"2014-15","Optimal Flat",6.04616293481098
7047518,"2014-15","Moderate Drought",4.70732418470649
7047518,"2014-15","Optimal Bed",5.83353724491321
7047518,"2014-15","Heat",3.4490352256671
7047518,"2014-15","Severe Drought",2.67965521765075
7047518,"2014-15","Optimal Flat",5.74329848316088
7047539,"2014-15","Moderate Drought",4.64451989308978
7047539,"2014-15","Optimal Bed",5.46290850612721
7047539,"2014-15","Heat",3.45364078285977
7047539,"2014-15","Severe Drought",2.83530731237255
7047539,"2014-15","Optimal Flat",5.55948522932445
7047541,"2014-15","Moderate Drought",4.42211462515166
7047541,"2014-15","Optimal Bed",6.14574189475194
7047541,"2014-15","Heat",3.82464026511384
7047541,"2014-15","Severe Drought",2.81799795058673
7047541,"2014-15","Optimal Flat",6.34090165023014
7047542,"2014-15","Moderate Drought",4.55264066300624
7047542,"2014-15","Optimal Bed",5.18291480144225
7047542,"2014-15","Heat",3.70776133862822
7047542,"2014-15","Severe Drought",2.77449464459002
7047542,"2014-15","Optimal Flat",5.968787694287
7047543,"2014-15","Moderate Drought",4.62705591090241
7047543,"2014-15","Optimal Bed",5.97430263144525
7047543,"2014-15","Heat",3.95197126835142
7047543,"2014-15","Severe Drought",2.80031778847198
7047543,"2014-15","Optimal Flat",6.10295539708688
7047544,"2014-15","Moderate Drought",4.63743505068598
7047544,"2014-15","Optimal Bed",6.06221326734358
7047544,"2014-15","Heat",4.20364547367718
7047544,"2014-15","Severe Drought",2.79888711966419
7047544,"2014-15","Optimal Flat",6.02763543081197
7047552,"2014-15","Moderate Drought",4.5843180361908
7047552,"2014-15","Optimal Bed",6.03694659104853
7047552,"2014-15","Heat",4.23648074985639
7047552,"2014-15","Severe Drought",2.84612751175512
7047552,"2014-15","Optimal Flat",6.2084900533871
7047556,"2014-15","Moderate Drought",4.57034257745614
7047556,"2014-15","Optimal Bed",6.20084586825742
7047556,"2014-15","Heat",4.27759601232552
7047556,"2014-15","Severe Drought",2.7803950921989
7047556,"2014-15","Optimal Flat",6.15128419332803
7047560,"2014-15","Moderate Drought",4.54118420933866
7047560,"2014-15","Optimal Bed",6.13250635316289
7047560,"2014-15","Heat",4.01020624676107
7047560,"2014-15","Severe Drought",2.74639116133008
7047560,"2014-15","Optimal Flat",6.21614823640295
7047568,"2014-15","Moderate Drought",4.37846770935528
7047568,"2014-15","Optimal Bed",5.75412356048014
7047568,"2014-15","Heat",4.0081689474291
7047568,"2014-15","Severe Drought",2.65439094434035
7047568,"2014-15","Optimal Flat",5.83950319312327
7047575,"2014-15","Moderate Drought",4.44241656028244
7047575,"2014-15","Optimal Bed",5.79765568784546
7047575,"2014-15","Heat",3.68149830869375
7047575,"2014-15","Severe Drought",2.73350382626565
7047575,"2014-15","Optimal Flat",5.59780032377952
7047578,"2014-15","Moderate Drought",4.65896255004766
7047578,"2014-15","Optimal Bed",5.62448343350813
7047578,"2014-15","Heat",3.26180682413253
7047578,"2014-15","Severe Drought",2.62542515083886
7047578,"2014-15","Optimal Flat",5.88232622437795
7047580,"2014-15","Moderate Drought",4.67474995636196
7047580,"2014-15","Optimal Bed",5.58858682314966
7047580,"2014-15","Heat",3.4586260649343
7047580,"2014-15","Severe Drought",2.5314343619219
7047580,"2014-15","Optimal Flat",5.93758746100881
7047597,"2014-15","Moderate Drought",4.24072276615452
7047597,"2014-15","Optimal Bed",5.30779503624715
7047597,"2014-15","Heat",3.26444839305627
7047597,"2014-15","Severe Drought",2.86459631043767
7047597,"2014-15","Optimal Flat",5.38407792544408
7047610,"2014-15","Moderate Drought",4.73314072080316
7047610,"2014-15","Optimal Bed",5.49018173992317
7047610,"2014-15","Heat",3.8504952726588
7047610,"2014-15","Severe Drought",3.11713983408416
7047610,"2014-15","Optimal Flat",5.29435745360883
7047612,"2014-15","Moderate Drought",4.54581965388876
7047612,"2014-15","Optimal Bed",5.27357317042378
7047612,"2014-15","Heat",4.05349303366361
7047612,"2014-15","Severe Drought",2.87427752421867
7047612,"2014-15","Optimal Flat",5.57117191332307
7047619,"2014-15","Moderate Drought",4.78762721617635
7047619,"2014-15","Optimal Bed",5.72690754261265
7047619,"2014-15","Heat",3.74385677116656
7047619,"2014-15","Severe Drought",2.8567816813971
7047619,"2014-15","Optimal Flat",5.53397302807141
7047628,"2014-15","Moderate Drought",4.7180331306548
7047628,"2014-15","Optimal Bed",4.76806570394101
7047628,"2014-15","Heat",2.82971863637646
7047628,"2014-15","Severe Drought",2.70780368900103
7047628,"2014-15","Optimal Flat",5.62330349262691
7047639,"2014-15","Moderate Drought",4.5268880496438
7047639,"2014-15","Optimal Bed",4.44193638340529
7047639,"2014-15","Heat",3.60776161643217
7047639,"2014-15","Severe Drought",2.54775606505884
7047639,"2014-15","Optimal Flat",5.23969240226096
7047640,"2014-15","Moderate Drought",4.76527608098304
7047640,"2014-15","Optimal Bed",5.28917489677028
7047640,"2014-15","Heat",3.02834221813572
7047640,"2014-15","Severe Drought",2.9434837224817
7047640,"2014-15","Optimal Flat",5.79484163917006
7047645,"2014-15","Moderate Drought",4.5539854557277
7047645,"2014-15","Optimal Bed",5.06734288792931
7047645,"2014-15","Heat",3.83831650972755
7047645,"2014-15","Severe Drought",2.71064420176479
7047645,"2014-15","Optimal Flat",5.63997116496501
7047673,"2014-15","Moderate Drought",4.48106977015421
7047673,"2014-15","Optimal Bed",5.25157569554209
7047673,"2014-15","Heat",3.61274671714887
7047673,"2014-15","Severe Drought",2.38416884029881
7047673,"2014-15","Optimal Flat",5.31121927725189
7047677,"2014-15","Moderate Drought",3.8087979048952
7047677,"2014-15","Optimal Bed",4.66759969214393
7047677,"2014-15","Heat",3.70492096456665
7047677,"2014-15","Severe Drought",2.41730979506873
7047677,"2014-15","Optimal Flat",5.19064109929235
7047746,"2014-15","Moderate Drought",4.57034052894298
7047746,"2014-15","Optimal Bed",5.0366021382145
7047746,"2014-15","Heat",3.42010817982174
7047746,"2014-15","Severe Drought",2.60109993599659
7047746,"2014-15","Optimal Flat",5.17968261734136
7047842,"2014-15","Moderate Drought",4.4018801795856
7047842,"2014-15","Optimal Bed",5.83870810060525
7047842,"2014-15","Heat",3.63375227750761
7047842,"2014-15","Severe Drought",2.56208731701889
7047842,"2014-15","Optimal Flat",5.33834899155631
7047843,"2014-15","Moderate Drought",4.49930916351262
7047843,"2014-15","Optimal Bed",6.00675181042237
7047843,"2014-15","Heat",4.04781407158329
7047843,"2014-15","Severe Drought",2.66975456285237
7047843,"2014-15","Optimal Flat",5.74790980747468
7047854,"2014-15","Moderate Drought",4.70899258142196
7047854,"2014-15","Optimal Bed",5.835046529112
7047854,"2014-15","Heat",3.77199514424074
7047854,"2014-15","Severe Drought",2.94756030645389
7047854,"2014-15","Optimal Flat",5.02277280992844
7047929,"2014-15","Moderate Drought",4.69583418873972
7047929,"2014-15","Optimal Bed",5.43362482068311
7047929,"2014-15","Heat",4.1607419143853
7047929,"2014-15","Severe Drought",2.741434229816
7047929,"2014-15","Optimal Flat",5.12145195326296
7047937,"2014-15","Moderate Drought",4.55710278206582
7047937,"2014-15","Optimal Bed",5.35782686067628
7047937,"2014-15","Heat",4.07655837681188
7047937,"2014-15","Severe Drought",2.72934122310185
7047937,"2014-15","Optimal Flat",5.71854661786096
7047943,"2014-15","Moderate Drought",4.59516932682083
7047943,"2014-15","Optimal Bed",5.95247424334799
7047943,"2014-15","Heat",3.92494896030668
7047943,"2014-15","Severe Drought",2.81599033535984
7047943,"2014-15","Optimal Flat",5.57921700769233
7047989,"2014-15","Moderate Drought",4.51096718905217
7047989,"2014-15","Optimal Bed",5.08517210043316
7047989,"2014-15","Heat",2.85102525600793
7047989,"2014-15","Severe Drought",3.03216183879075
7047989,"2014-15","Optimal Flat",5.91213584082093
7047993,"2014-15","Moderate Drought",3.72382201460654
7047993,"2014-15","Optimal Bed",4.92286166835582
7047993,"2014-15","Heat",3.93712493396854
7047993,"2014-15","Severe Drought",2.87833477214033
7047993,"2014-15","Optimal Flat",5.39760977390719
7048000,"2014-15","Moderate Drought",4.51850924091494
7048000,"2014-15","Optimal Bed",5.07442933375446
7048000,"2014-15","Heat",3.36313364687826
7048000,"2014-15","Severe Drought",2.54193037245448
7048000,"2014-15","Optimal Flat",5.42520111761941
7048003,"2014-15","Moderate Drought",3.82281194231824
7048003,"2014-15","Optimal Bed",4.96909202497973
7048003,"2014-15","Heat",3.37851722094186
7048003,"2014-15","Severe Drought",2.55137897819286
7048003,"2014-15","Optimal Flat",5.23631943568796
7048055,"2014-15","Moderate Drought",4.46594858424591
7048055,"2014-15","Optimal Bed",5.84630455128119
7048055,"2014-15","Heat",3.66481793983363
7048055,"2014-15","Severe Drought",2.6045688203602
7048055,"2014-15","Optimal Flat",5.58644320815889
7048088,"2014-15","Moderate Drought",4.24847407077877
7048088,"2014-15","Optimal Bed",5.2802872599463
7048088,"2014-15","Heat",3.65498328039719
7048088,"2014-15","Severe Drought",2.42783838070876
7048088,"2014-15","Optimal Flat",5.6505512625347
7048124,"2014-15","Moderate Drought",4.28965792152771
7048124,"2014-15","Optimal Bed",5.87226423576425
7048124,"2014-15","Heat",2.74897429328552
7048124,"2014-15","Severe Drought",2.72026162429287
7048124,"2014-15","Optimal Flat",5.15101132982385
7048153,"2014-15","Moderate Drought",4.52847572646189
7048153,"2014-15","Optimal Bed",5.44865296142345
7048153,"2014-15","Heat",4.57256743941253
7048153,"2014-15","Severe Drought",2.73044316397324
7048153,"2014-15","Optimal Flat",5.54782646672651
7048174,"2014-15","Moderate Drought",4.34770889549989
7048174,"2014-15","Optimal Bed",5.32256365558966
7048174,"2014-15","Heat",3.86663273429433
7048174,"2014-15","Severe Drought",2.49818679992081
7048174,"2014-15","Optimal Flat",5.73563446268295
7048206,"2014-15","Moderate Drought",4.37770617732628
7048206,"2014-15","Optimal Bed",5.81074107410624
7048206,"2014-15","Heat",4.09678739964938
7048206,"2014-15","Severe Drought",2.52330230839994
7048206,"2014-15","Optimal Flat",5.66022216133833
7048215,"2014-15","Moderate Drought",4.68317828905546
7048215,"2014-15","Optimal Bed",5.64930559832566
7048215,"2014-15","Heat",3.53579940117407
7048215,"2014-15","Severe Drought",2.84236350682647
7048215,"2014-15","Optimal Flat",5.55514554631708
7048218,"2014-15","Moderate Drought",4.51230356963051
7048218,"2014-15","Optimal Bed",5.13050641612224
7048218,"2014-15","Heat",3.77962371498234
7048218,"2014-15","Severe Drought",2.7988376979924
7048218,"2014-15","Optimal Flat",5.2527094051972
7048227,"2014-15","Moderate Drought",4.42436582294186
7048227,"2014-15","Optimal Bed",5.35602268361515
7048227,"2014-15","Heat",3.66940253837621
7048227,"2014-15","Severe Drought",2.9252993015764
7048227,"2014-15","Optimal Flat",5.70196773844974
7048286,"2014-15","Moderate Drought",4.59297847142873
7048286,"2014-15","Optimal Bed",6.06932763303646
7048286,"2014-15","Heat",4.25457848309029
7048286,"2014-15","Severe Drought",2.52672762043534
7048286,"2014-15","Optimal Flat",5.85932625342325
7048372,"2014-15","Moderate Drought",4.59356082108705
7048372,"2014-15","Optimal Bed",5.88615993851305
7048372,"2014-15","Heat",3.74504355402616
7048372,"2014-15","Severe Drought",2.61713451213744
7048372,"2014-15","Optimal Flat",5.7327262501782
7048427,"2014-15","Moderate Drought",4.60824334067785
7048427,"2014-15","Optimal Bed",5.74973460101905
7048427,"2014-15","Heat",3.7255799839565
7048427,"2014-15","Severe Drought",2.50063069333553
7048427,"2014-15","Optimal Flat",6.32245953275159
7048441,"2014-15","Moderate Drought",4.8051407284008
7048441,"2014-15","Optimal Bed",5.76839804487756
7048441,"2014-15","Heat",4.26856025280444
7048441,"2014-15","Severe Drought",2.50047012350982
7048441,"2014-15","Optimal Flat",6.00512365450741
7077076,"2014-15","Moderate Drought",4.24032172557896
7077076,"2014-15","Optimal Bed",5.26226714744877
7077076,"2014-15","Heat",3.83769098233393
7077076,"2014-15","Severe Drought",2.86559850131667
7077076,"2014-15","Optimal Flat",5.5832729424579
7077160,"2014-15","Moderate Drought",4.86797138377477
7077160,"2014-15","Optimal Bed",5.69786623650934
7077160,"2014-15","Heat",3.77748868335735
7077160,"2014-15","Severe Drought",2.7338043484753
7077160,"2014-15","Optimal Flat",5.74620152539758
7077161,"2014-15","Moderate Drought",4.68394854475372
7077161,"2014-15","Optimal Bed",4.93159553842725
7077161,"2014-15","Heat",4.20597150991481
7077161,"2014-15","Severe Drought",2.6614982067381
7077161,"2014-15","Optimal Flat",5.53785537836959
7077177,"2014-15","Moderate Drought",4.70311168658468
7077177,"2014-15","Optimal Bed",6.1794246883799
7077177,"2014-15","Heat",3.78090110179485
7077177,"2014-15","Severe Drought",2.77321002715946
7077177,"2014-15","Optimal Flat",6.27681926755406
7077199,"2014-15","Moderate Drought",4.62482190854718
7077199,"2014-15","Optimal Bed",5.87238107652846
7077199,"2014-15","Heat",3.93465340031822
7077199,"2014-15","Severe Drought",3.01515686043248
7077199,"2014-15","Optimal Flat",5.949975529821
7077200,"2014-15","Moderate Drought",4.91576055960998
7077200,"2014-15","Optimal Bed",5.71046043612974
7077200,"2014-15","Heat",4.26542620733759
7077200,"2014-15","Severe Drought",3.04756847333937
7077200,"2014-15","Optimal Flat",5.67639883128559
7077202,"2014-15","Moderate Drought",4.69763455711826
7077202,"2014-15","Optimal Bed",5.71024780963103
7077202,"2014-15","Heat",3.52694735132289
7077202,"2014-15","Severe Drought",2.70319025711524
7077202,"2014-15","Optimal Flat",5.74992887555193
7077203,"2014-15","Moderate Drought",4.4365885709629
7077203,"2014-15","Optimal Bed",5.95495633201899
7077203,"2014-15","Heat",3.40670064016708
7077203,"2014-15","Severe Drought",2.73382531923325
7077203,"2014-15","Optimal Flat",5.60731087001535
7077228,"2014-15","Moderate Drought",4.81370874035978
7077228,"2014-15","Optimal Bed",6.09436950677086
7077228,"2014-15","Heat",4.43017799973026
7077228,"2014-15","Severe Drought",2.74491028739768
7077228,"2014-15","Optimal Flat",6.44819059477234
7077229,"2014-15","Moderate Drought",4.57762368006056
7077229,"2014-15","Optimal Bed",6.35959664460639
7077229,"2014-15","Heat",3.8702133543927
7077229,"2014-15","Severe Drought",2.81823769163674
7077229,"2014-15","Optimal Flat",6.28099656226523
7077234,"2014-15","Moderate Drought",4.53624760237348
7077234,"2014-15","Optimal Bed",5.56832051188171
7077234,"2014-15","Heat",3.78629700149111
7077234,"2014-15","Severe Drought",2.81400919111819
7077234,"2014-15","Optimal Flat",5.69327533205408
7077242,"2014-15","Moderate Drought",3.99695173552086
7077242,"2014-15","Optimal Bed",4.73035028816513
7077242,"2014-15","Heat",4.13015181148819
7077242,"2014-15","Severe Drought",2.3544608039718
7077242,"2014-15","Optimal Flat",5.82466395434238
7077244,"2014-15","Moderate Drought",4.57823868795555
7077244,"2014-15","Optimal Bed",5.66338268835371
7077244,"2014-15","Heat",4.26318969024763
7077244,"2014-15","Severe Drought",2.68471795158367
7077244,"2014-15","Optimal Flat",6.0022690840067
7077278,"2014-15","Moderate Drought",4.75106212997175
7077278,"2014-15","Optimal Bed",5.79662929710703
7077278,"2014-15","Heat",3.30214863340898
7077278,"2014-15","Severe Drought",2.81038907647917
7077278,"2014-15","Optimal Flat",5.59492390524226
7077328,"2014-15","Moderate Drought",4.73662178036124
7077328,"2014-15","Optimal Bed",5.65285810519298
7077328,"2014-15","Heat",3.82244136640014
7077328,"2014-15","Severe Drought",2.78748064612401
7077328,"2014-15","Optimal Flat",5.9675258683773
7077348,"2014-15","Moderate Drought",4.32723475054061
7077348,"2014-15","Optimal Bed",5.61363396837325
7077348,"2014-15","Heat",3.56254547373867
7077348,"2014-15","Severe Drought",2.74424659991423
7077348,"2014-15","Optimal Flat",6.08991341918864
7077374,"2014-15","Moderate Drought",4.21667958911006
7077374,"2014-15","Optimal Bed",5.64654576474278
7077374,"2014-15","Heat",3.98817946074651
7077374,"2014-15","Severe Drought",2.88161705301672
7077374,"2014-15","Optimal Flat",5.98070976552389
7077395,"2014-15","Moderate Drought",4.52588415496555
7077395,"2014-15","Optimal Bed",6.33066701630592
7077395,"2014-15","Heat",3.80078704626149
7077395,"2014-15","Severe Drought",2.6809236592409
7077395,"2014-15","Optimal Flat",6.25065254504244
7077404,"2014-15","Moderate Drought",4.56566736801764
7077404,"2014-15","Optimal Bed",4.90009446219089
7077404,"2014-15","Heat",4.14861420925494
7077404,"2014-15","Severe Drought",2.81595659988616
7077404,"2014-15","Optimal Flat",5.21857046921676
7077407,"2014-15","Moderate Drought",4.68804032774536
7077407,"2014-15","Optimal Bed",5.91611900100087
7077407,"2014-15","Heat",4.46111863768643
7077407,"2014-15","Severe Drought",2.91134769235804
7077407,"2014-15","Optimal Flat",5.75989315268862
7077414,"2014-15","Moderate Drought",4.68161682205754
7077414,"2014-15","Optimal Bed",5.98267212754097
7077414,"2014-15","Heat",4.12537050678642
7077414,"2014-15","Severe Drought",2.65695885024784
7077414,"2014-15","Optimal Flat",5.40965714494749
7077415,"2014-15","Moderate Drought",4.62075760762075
7077415,"2014-15","Optimal Bed",5.76287072195337
7077415,"2014-15","Heat",3.8013200804196
7077415,"2014-15","Severe Drought",2.48461445036105
7077415,"2014-15","Optimal Flat",5.73654923845761
7077417,"2014-15","Moderate Drought",4.72386007186342
7077417,"2014-15","Optimal Bed",5.99976059430146
7077417,"2014-15","Heat",4.15904637256411
7077417,"2014-15","Severe Drought",2.48083508083627
7077417,"2014-15","Optimal Flat",6.02938836501108
7077425,"2014-15","Moderate Drought",4.2240130209324
7077425,"2014-15","Optimal Bed",4.86789243511878
7077425,"2014-15","Heat",3.78509164300701
7077425,"2014-15","Severe Drought",2.59437705335985
7077425,"2014-15","Optimal Flat",5.46617873345173
7077443,"2014-15","Moderate Drought",4.1441062599644
7077443,"2014-15","Optimal Bed",4.20447798929827
7077443,"2014-15","Heat",3.84455598158295
7077443,"2014-15","Severe Drought",2.314915583814
7077443,"2014-15","Optimal Flat",5.02193529700113
7077457,"2014-15","Moderate Drought",4.58147249497511
7077457,"2014-15","Optimal Bed",5.35132973091221
7077457,"2014-15","Heat",3.51660768082862
7077457,"2014-15","Severe Drought",2.83797434316274
7077457,"2014-15","Optimal Flat",5.62146576685295
7077458,"2014-15","Moderate Drought",4.59240078069409
7077458,"2014-15","Optimal Bed",5.74468271519696
7077458,"2014-15","Heat",3.36381520389139
7077458,"2014-15","Severe Drought",2.76936092295995
7077458,"2014-15","Optimal Flat",5.59842979375566
7077479,"2014-15","Moderate Drought",4.5421124011801
7077479,"2014-15","Optimal Bed",5.58142480459484
7077479,"2014-15","Heat",4.14846353290635
7077479,"2014-15","Severe Drought",2.62864902956297
7077479,"2014-15","Optimal Flat",5.45578924973078
7077487,"2014-15","Moderate Drought",4.69407014909522
7077487,"2014-15","Optimal Bed",5.79207088926092
7077487,"2014-15","Heat",4.77548906743027
7077487,"2014-15","Severe Drought",2.97782234921711
7077487,"2014-15","Optimal Flat",6.06928218595874
7077532,"2014-15","Moderate Drought",4.22842837071976
7077532,"2014-15","Optimal Bed",6.03970954994202
7077532,"2014-15","Heat",3.97776772068218
7077532,"2014-15","Severe Drought",2.71529534551405
7077532,"2014-15","Optimal Flat",5.95153642661836
7170548,"2014-15","Moderate Drought",4.64739969488028
7170548,"2014-15","Optimal Bed",5.66486026540734
7170548,"2014-15","Heat",3.84438692976764
7170548,"2014-15","Severe Drought",2.68244342153981
7170548,"2014-15","Optimal Flat",5.34487883244269
7170552,"2014-15","Moderate Drought",4.16699190232411
7170552,"2014-15","Optimal Bed",5.38684756385036
7170552,"2014-15","Heat",3.12414262023048
7170552,"2014-15","Severe Drought",2.75440717886211
7170552,"2014-15","Optimal Flat",5.98698911713814
7170553,"2014-15","Moderate Drought",4.3809054576877
7170553,"2014-15","Optimal Bed",5.99976976466256
7170553,"2014-15","Heat",3.23786791420343
7170553,"2014-15","Severe Drought",2.48714358788424
7170553,"2014-15","Optimal Flat",6.29887224303878
7170554,"2014-15","Moderate Drought",4.56377362444026
7170554,"2014-15","Optimal Bed",5.12549722835544
7170554,"2014-15","Heat",3.91145293588316
7170554,"2014-15","Severe Drought",2.50922159018016
7170554,"2014-15","Optimal Flat",5.77129359945562
7170637,"2014-15","Moderate Drought",3.65595009970548
7170637,"2014-15","Optimal Bed",4.68221595243461
7170637,"2014-15","Heat",3.27161674186247
7170637,"2014-15","Severe Drought",2.19000474430822
7170637,"2014-15","Optimal Flat",4.67447093274484
7170639,"2014-15","Moderate Drought",4.63039884295854
7170639,"2014-15","Optimal Bed",5.9309703345261
7170639,"2014-15","Heat",3.8039993176924
7170639,"2014-15","Severe Drought",2.88514531352718
7170639,"2014-15","Optimal Flat",6.1497751482913
7170646,"2014-15","Moderate Drought",4.17578631490139
7170646,"2014-15","Optimal Bed",4.99136680667867
7170646,"2014-15","Heat",4.1770976342027
7170646,"2014-15","Severe Drought",2.61918353696838
7170646,"2014-15","Optimal Flat",4.43386847836856
7170673,"2014-15","Moderate Drought",4.76787243316163
7170673,"2014-15","Optimal Bed",5.90562496800486
7170673,"2014-15","Heat",4.28019487579201
7170673,"2014-15","Severe Drought",3.07787448607393
7170673,"2014-15","Optimal Flat",5.89490249094294
7170687,"2014-15","Moderate Drought",4.59270990152819
7170687,"2014-15","Optimal Bed",5.78196747289497
7170687,"2014-15","Heat",3.63990733024243
7170687,"2014-15","Severe Drought",2.79869549859083
7170687,"2014-15","Optimal Flat",5.44311660151687
7170694,"2014-15","Moderate Drought",4.26695027966208
7170694,"2014-15","Optimal Bed",5.17805329011081
7170694,"2014-15","Heat",3.25204767026039
7170694,"2014-15","Severe Drought",2.69647268103614
7170694,"2014-15","Optimal Flat",5.37367341198294
7170695,"2014-15","Moderate Drought",4.48547005395705
7170695,"2014-15","Optimal Bed",5.4171028321772
7170695,"2014-15","Heat",3.5304847008941
7170695,"2014-15","Severe Drought",2.78803163650248
7170695,"2014-15","Optimal Flat",5.89378257743267
7170699,"2014-15","Moderate Drought",4.70961622793689
7170699,"2014-15","Optimal Bed",5.31904043121134
7170699,"2014-15","Heat",3.45097884881664
7170699,"2014-15","Severe Drought",2.57660766285712
7170699,"2014-15","Optimal Flat",5.81951842875025
7170703,"2014-15","Moderate Drought",4.39308386134706
7170703,"2014-15","Optimal Bed",5.46863828962306
7170703,"2014-15","Heat",3.6099672297109
7170703,"2014-15","Severe Drought",2.50328790408221
7170703,"2014-15","Optimal Flat",5.42877584945145
7170705,"2014-15","Moderate Drought",4.54586393384956
7170705,"2014-15","Optimal Bed",5.55844606649463
7170705,"2014-15","Heat",3.65006930814403
7170705,"2014-15","Severe Drought",2.62268506547654
7170705,"2014-15","Optimal Flat",6.12277682637062
7170709,"2014-15","Moderate Drought",4.60128406473438
7170709,"2014-15","Optimal Bed",5.61914482027248
7170709,"2014-15","Heat",4.01044843077536
7170709,"2014-15","Severe Drought",2.6595280059419
7170709,"2014-15","Optimal Flat",5.36254595706501
7170722,"2014-15","Moderate Drought",4.06276327268733
7170722,"2014-15","Optimal Bed",5.27424365883953
7170722,"2014-15","Heat",2.98518803783032
7170722,"2014-15","Severe Drought",2.49961844776598
7170722,"2014-15","Optimal Flat",5.57820540696592
7170723,"2014-15","Moderate Drought",4.2370034008433
7170723,"2014-15","Optimal Bed",5.07022223471055
7170723,"2014-15","Heat",3.05891543276904
7170723,"2014-15","Severe Drought",2.51754630608587
7170723,"2014-15","Optimal Flat",5.42642829163531
7170741,"2014-15","Moderate Drought",4.54559544824787
7170741,"2014-15","Optimal Bed",5.32868061319861
7170741,"2014-15","Heat",3.92868738005687
7170741,"2014-15","Severe Drought",2.74468391823948
7170741,"2014-15","Optimal Flat",5.70846978106154
7170743,"2014-15","Moderate Drought",4.42498861660638
7170743,"2014-15","Optimal Bed",5.49572074458958
7170743,"2014-15","Heat",3.96825635895478
7170743,"2014-15","Severe Drought",2.54901149590188
7170743,"2014-15","Optimal Flat",5.90056231115928
7170771,"2014-15","Moderate Drought",4.44048678361118
7170771,"2014-15","Optimal Bed",5.89576597587784
7170771,"2014-15","Heat",3.82373140546517
7170771,"2014-15","Severe Drought",2.6960745289572
7170771,"2014-15","Optimal Flat",6.26722906150988
7170773,"2014-15","Moderate Drought",4.50421630024709
7170773,"2014-15","Optimal Bed",5.60261556642523
7170773,"2014-15","Heat",3.75607151805165
7170773,"2014-15","Severe Drought",2.69506201779785
7170773,"2014-15","Optimal Flat",5.83889077053781
7170783,"2014-15","Moderate Drought",4.65790442799137
7170783,"2014-15","Optimal Bed",5.8703068804333
7170783,"2014-15","Heat",4.76434542052801
7170783,"2014-15","Severe Drought",2.72701633956926
7170783,"2014-15","Optimal Flat",5.91092060309486
7170792,"2014-15","Moderate Drought",4.5949975205268
7170792,"2014-15","Optimal Bed",5.71049414163852
7170792,"2014-15","Heat",3.89503243267464
7170792,"2014-15","Severe Drought",2.75851506968868
7170792,"2014-15","Optimal Flat",5.35383834556016
7170793,"2014-15","Moderate Drought",5.07505819421044
7170793,"2014-15","Optimal Bed",6.04071479926956
7170793,"2014-15","Heat",3.7469735529524
7170793,"2014-15","Severe Drought",2.69943497231231
7170793,"2014-15","Optimal Flat",6.00501862316279
7170827,"2014-15","Moderate Drought",4.58314518025572
7170827,"2014-15","Optimal Bed",5.81412702318918
7170827,"2014-15","Heat",4.14735117390078
7170827,"2014-15","Severe Drought",2.76155510628965
7170827,"2014-15","Optimal Flat",6.08353635060368
7170842,"2014-15","Moderate Drought",4.69934424483589
7170842,"2014-15","Optimal Bed",6.00258864670014
7170842,"2014-15","Heat",3.98927259577403
7170842,"2014-15","Severe Drought",2.83826203583448
7170842,"2014-15","Optimal Flat",5.85931040271348
7170850,"2014-15","Moderate Drought",4.38843726226773
7170850,"2014-15","Optimal Bed",4.85578851163918
7170850,"2014-15","Heat",3.78510151175017
7170850,"2014-15","Severe Drought",2.65544021159632
7170850,"2014-15","Optimal Flat",5.33250095276524
7170869,"2014-15","Moderate Drought",4.80604996222797
7170869,"2014-15","Optimal Bed",4.91898887041954
7170869,"2014-15","Heat",4.1703199040346
7170869,"2014-15","Severe Drought",2.68776982991903
7170869,"2014-15","Optimal Flat",5.49219113626554
7170870,"2014-15","Moderate Drought",4.61842333370099
7170870,"2014-15","Optimal Bed",5.61968716316328
7170870,"2014-15","Heat",3.70008056550123
7170870,"2014-15","Severe Drought",2.77178286517669
7170870,"2014-15","Optimal Flat",5.55611770283694
7170916,"2014-15","Moderate Drought",4.25968219173851
7170916,"2014-15","Optimal Bed",4.91509916967675
7170916,"2014-15","Heat",2.4014117112135
7170916,"2014-15","Severe Drought",2.5802904014412
